episode_id,timestamp,day_of_week,month,latitude,longitude,area_type,weather,rainfall_mm,temperature,festival_active,construction_active,peak_hour,event_type,severity,primary_cause,secondary_cause,tertiary_cause,citizens_affected,avg_delay_minutes,response_time_minutes,intervention,personnel_deployed,resolution_time,outcome_score,retrieval_count,importance_score,confidence_score
EP_6140,2025-01-29 21:00:00,Wednesday,1,19.102673968936447,72.96359525865358,Residential,Heavy Rain,140,28,False,False,False,Flooding,Medium,Heavy Rain,,,1389,58,37,Public Alert,35,291,0.41,0,0.33,0.84
EP_6141,2025-07-15 18:00:00,Tuesday,7,18.99478490534929,72.81352175236816,School Zone,Clear,20,22,False,False,True,Traffic Congestion,Low,,,,4490,8,54,Road Closure,23,58,0.81,0,0.43,0.96
EP_6142,2025-01-19 20:00:00,Sunday,1,19.09917396061861,72.80205226057049,Market Area,Clear,13,24,False,False,True,Traffic Congestion,High,,,,285,35,11,Traffic Diversion,8,110,0.76,0,0.34,0.99
EP_6143,2024-04-26 14:00:00,Friday,4,19.024025336762893,72.83391598805974,Hospital Zone,Clear,14,22,False,False,False,EMS Delay,Low,,,,2674,9,59,Public Alert,17,148,0.76,0,0.5,0.55
EP_6144,2025-03-23 01:00:00,Sunday,3,18.983911476436607,72.79903825249566,Market Area,Light Rain,11,27,False,False,False,Fire Incident,Medium,,,,2327,105,82,Emergency Crew Dispatch,41,53,0.64,0,0.59,0.65
EP_6145,2024-01-05 07:00:00,Friday,1,19.034011931703876,72.88846281652708,Hospital Zone,Light Rain,5,29,False,False,False,Accident,Medium,High Traffic Volume,,,3782,114,25,Public Alert,45,235,0.69,0,0.77,0.5
EP_6146,2025-01-17 18:00:00,Friday,1,19.091341665447498,72.76501482543505,Hospital Zone,Clear,11,24,False,False,True,Traffic Congestion,Medium,,,,3042,48,83,Additional Personnel,21,155,0.41,0,0.85,0.89
EP_6147,2024-08-05 15:00:00,Monday,8,19.187048896505367,72.9469297145766,Market Area,Clear,5,27,False,False,False,Traffic Congestion,Medium,,,,3781,96,9,Water Pump Deployment,43,26,0.43,0,0.59,0.94
EP_6148,2025-11-19 18:00:00,Wednesday,11,19.052454600509638,72.88408428545709,Hospital Zone,Clear,15,29,False,False,True,Traffic Congestion,Medium,,,,1007,98,48,Additional Personnel,44,118,0.83,0,0.73,0.58
EP_6149,2025-04-07 16:00:00,Monday,4,19.087137339231973,72.84621257478955,Commercial,Clear,16,26,False,True,False,Traffic Congestion,Medium,Road Construction,,,4902,45,63,Road Closure,3,53,0.45,0,0.69,0.58
EP_6150,2024-10-17 06:00:00,Thursday,10,18.980437625540155,72.76571304815123,Residential,Cloudy,11,25,False,True,False,Traffic Congestion,Low,Road Construction,,,1377,97,28,Public Alert,27,68,0.75,0,0.84,0.6
EP_6151,2025-07-11 23:00:00,Friday,7,19.107243866824053,72.8977944836449,Commercial,Clear,11,27,False,True,False,Traffic Congestion,Medium,Road Construction,,,607,23,85,Additional Personnel,18,157,0.44,0,0.77,0.88
EP_6152,2024-06-02 14:00:00,Sunday,6,19.137626728195,72.8286497971836,Commercial,Clear,0,26,False,False,False,EMS Delay,Medium,,,,2619,87,49,No Action,17,228,0.47,0,0.5,0.88
EP_6153,2025-01-22 20:00:00,Wednesday,1,19.06710033345116,72.86920012535056,School Zone,Heavy Rain,122,25,False,False,True,Traffic Congestion,Low,Heavy Rain,,,378,31,44,Road Closure,23,43,0.47,0,0.4,0.59
EP_6154,2024-07-30 10:00:00,Tuesday,7,18.999226114604813,72.86598547130852,Market Area,Cloudy,5,24,False,False,True,Traffic Congestion,Medium,,,,4255,57,81,Water Pump Deployment,35,223,0.61,0,0.53,0.98
EP_6155,2024-11-05 06:00:00,Tuesday,11,19.050352030226893,72.76018202543248,Commercial,Clear,13,22,False,True,False,Traffic Congestion,Medium,Road Construction,,,732,49,42,Traffic Diversion,40,51,0.61,0,0.43,0.78
EP_6156,2024-04-14 10:00:00,Sunday,4,19.085765493469218,72.8174735954865,Hospital Zone,Light Rain,5,27,False,False,True,Traffic Congestion,Low,,,,4792,12,30,Water Pump Deployment,10,97,0.55,0,0.95,0.65
EP_6157,2024-10-28 12:00:00,Monday,10,19.08414445483231,72.8711173017709,Transit Hub,Light Rain,19,23,False,True,False,Traffic Congestion,Low,Road Construction,,,1431,105,50,Road Closure,44,114,0.56,0,0.8,0.86
EP_6158,2025-05-13 10:00:00,Tuesday,5,19.056957294698087,72.81550640557025,Commercial,Clear,20,34,False,False,True,Traffic Congestion,Medium,,,,144,64,39,Water Pump Deployment,3,215,0.4,0,0.87,0.91
EP_6159,2025-11-30 14:00:00,Sunday,11,19.191201235047174,72.97269921001329,School Zone,Clear,15,29,False,False,False,Crowd Overflow,Medium,,,,4591,111,40,Traffic Diversion,5,256,0.85,0,0.31,0.53
EP_6160,2025-12-16 22:00:00,Tuesday,12,19.031400822860423,72.83316979953098,Market Area,Cloudy,7,38,False,False,False,Accident,Medium,High Traffic Volume,,,1457,47,6,Public Alert,31,291,0.67,0,0.73,0.53
EP_6161,2024-10-29 16:00:00,Tuesday,10,19.149884346289575,72.88065635232111,Market Area,Clear,1,33,False,False,False,Power Outage,High,,,,3930,94,89,No Action,10,119,0.71,0,0.61,0.73
EP_6162,2025-01-03 13:00:00,Friday,1,18.982485039102137,72.8367633982574,Hospital Zone,Cloudy,7,27,False,False,False,Crowd Overflow,Medium,,,,1505,99,5,Additional Personnel,11,189,0.47,0,0.58,0.83
EP_6163,2025-10-14 09:00:00,Tuesday,10,19.101854042905803,72.99421714934567,Residential,Clear,1,27,False,False,True,Traffic Congestion,Medium,,,,4607,62,62,Road Closure,18,241,0.87,0,0.64,1.0
EP_6164,2024-07-12 06:00:00,Friday,7,19.15770312001922,72.77692509184912,Market Area,Heavy Rain,88,35,False,False,False,Flooding,High,Heavy Rain,,,1440,105,42,No Action,7,11,0.49,0,0.36,0.4
EP_6165,2025-07-02 13:00:00,Wednesday,7,19.091178756541602,72.95492838787621,Commercial,Clear,14,20,False,False,False,Crowd Overflow,Low,,,,289,13,31,Public Alert,36,260,0.61,0,0.43,0.82
EP_6166,2025-06-29 17:00:00,Sunday,6,18.977299451840143,72.87783709291861,Residential,Clear,6,37,False,False,True,Traffic Congestion,High,,,,2464,9,21,Public Alert,18,167,0.99,0,0.39,0.94
EP_6167,2024-01-19 12:00:00,Friday,1,19.001840375923436,72.90814944077408,Residential,Light Rain,20,34,True,False,False,Crowd Overflow,Low,Festival Crowd,,,1669,95,69,Emergency Crew Dispatch,33,106,0.75,0,0.76,0.65
EP_6168,2024-03-31 16:00:00,Sunday,3,19.047505988419108,72.81069892696013,School Zone,Clear,17,21,True,False,False,Crowd Overflow,Low,Festival Crowd,,,1426,31,48,Additional Personnel,20,281,0.67,0,0.72,0.72
EP_6169,2024-07-17 09:00:00,Wednesday,7,18.97289282041466,72.7892657567158,Commercial,Heavy Rain,67,32,False,False,True,Traffic Congestion,High,Heavy Rain,,,1334,101,21,Emergency Crew Dispatch,29,143,0.53,0,0.91,0.41
EP_6170,2025-11-15 06:00:00,Saturday,11,19.158978278284295,72.93404303898642,Industrial,Clear,7,34,False,False,False,EMS Delay,Medium,,,,4558,39,72,Emergency Crew Dispatch,18,24,0.99,0,0.94,0.49
EP_6171,2025-12-16 14:00:00,Tuesday,12,19.070881429614722,72.90613194488141,Hospital Zone,Clear,11,28,False,False,False,Power Outage,Medium,,,,3672,116,68,Water Pump Deployment,50,94,0.64,0,0.47,0.78
EP_6172,2024-12-31 04:00:00,Tuesday,12,18.977320423887182,72.8327840133618,Residential,Clear,11,36,False,False,False,EMS Delay,Low,,,,4370,43,13,Additional Personnel,18,191,0.73,0,0.45,0.7
EP_6173,2025-03-05 21:00:00,Wednesday,3,18.9767803711227,72.95587642993827,Commercial,Heavy Rain,56,23,False,False,False,Flooding,Low,Heavy Rain,,,1512,14,54,Additional Personnel,29,63,0.83,0,0.48,0.71
EP_6174,2024-01-04 01:00:00,Thursday,1,19.04640743299069,72.88814555003209,Industrial,Clear,14,29,False,False,False,Road Damage,Medium,,,,953,74,31,Emergency Crew Dispatch,15,183,0.92,0,0.59,0.87
EP_6175,2024-06-07 12:00:00,Friday,6,19.089375409084557,72.8457115183154,Commercial,Clear,2,24,False,True,False,Traffic Congestion,Low,Road Construction,,,2960,25,47,Road Closure,31,125,0.95,0,0.41,0.88
EP_6176,2025-01-24 19:00:00,Friday,1,19.021023732050583,72.91836018697009,Market Area,Clear,11,29,False,False,True,Traffic Congestion,Medium,,,,3616,80,24,No Action,23,53,0.42,0,0.47,0.58
EP_6177,2024-04-27 07:00:00,Saturday,4,19.11967617439495,72.90407598702001,Industrial,Clear,3,29,False,False,False,Flooding,Low,,,,181,85,76,Road Closure,32,129,0.82,0,0.98,0.94
EP_6178,2024-12-06 05:00:00,Friday,12,18.96577674470475,72.87311415818434,School Zone,Cloudy,15,30,False,False,False,Crowd Overflow,Low,,,,3830,58,34,Traffic Diversion,36,266,0.62,0,0.96,0.67
EP_6179,2024-07-19 17:00:00,Friday,7,19.178737178465312,72.80493156433688,Market Area,Light Rain,3,24,False,False,True,Traffic Congestion,High,,,,3687,103,77,No Action,27,28,0.54,0,0.78,0.59
EP_6180,2025-08-07 21:00:00,Thursday,8,19.134469747270447,72.95790371158402,Transit Hub,Cloudy,0,21,False,False,False,Crowd Overflow,Low,,,,4894,112,37,Road Closure,14,299,0.94,0,0.39,0.75
EP_6181,2024-03-09 18:00:00,Saturday,3,19.19111594707454,72.94380246547367,School Zone,Clear,20,37,False,False,True,Traffic Congestion,High,,,,129,96,75,Public Alert,4,20,0.47,0,0.49,0.99
EP_6182,2024-01-19 16:00:00,Friday,1,19.085549192250806,72.90167431387702,Residential,Clear,6,27,False,True,False,Traffic Congestion,High,Road Construction,,,3108,61,72,Water Pump Deployment,8,290,0.56,0,0.63,0.92
EP_6183,2024-07-23 23:00:00,Tuesday,7,19.082264418669865,72.81289370128829,Market Area,Heavy Rain,127,38,False,False,False,Flooding,Low,Heavy Rain,,,307,13,47,Additional Personnel,15,38,0.8,0,0.57,0.49
EP_6184,2025-07-05 15:00:00,Saturday,7,19.02578913525728,72.76746367155476,Hospital Zone,Heavy Rain,50,38,False,False,False,Flooding,Medium,Heavy Rain,,,1870,18,21,Traffic Diversion,17,76,0.79,0,0.94,0.97
EP_6185,2025-08-18 15:00:00,Monday,8,19.171505656772794,72.77342435468975,Residential,Clear,14,20,False,True,False,Traffic Congestion,Low,Road Construction,,,1120,82,59,Road Closure,16,165,0.71,0,0.59,0.85
EP_6186,2025-03-20 11:00:00,Thursday,3,19.030838549737872,72.89913058395246,Commercial,Heavy Rain,88,26,False,False,False,Flooding,Medium,Heavy Rain,,,333,19,90,Public Alert,4,64,0.55,0,0.96,0.93
EP_6187,2025-03-13 16:00:00,Thursday,3,19.06788265379316,72.81830389127447,Hospital Zone,Clear,2,28,True,True,False,Traffic Congestion,Low,Road Construction,Festival Crowd,,1162,13,74,Traffic Diversion,26,81,0.62,0,0.41,0.95
EP_6188,2025-12-02 13:00:00,Tuesday,12,19.17266040622899,72.77836016222213,Industrial,Cloudy,1,33,False,False,False,Water Leakage,Low,,,,1632,45,29,Emergency Crew Dispatch,38,71,0.66,0,0.49,0.82
EP_6189,2024-12-31 00:00:00,Tuesday,12,19.162717159710468,72.99753080749109,School Zone,Clear,5,27,False,False,False,Flooding,High,,,,3834,88,46,Emergency Crew Dispatch,24,279,0.5,0,0.31,0.75
EP_6190,2024-12-24 01:00:00,Tuesday,12,19.03110746613427,72.8649398304096,School Zone,Light Rain,14,36,False,False,False,Traffic Congestion,Medium,,,,2787,87,21,Traffic Diversion,23,176,0.85,0,0.4,0.94
EP_6191,2024-09-09 09:00:00,Monday,9,19.13114735469766,72.78478409864368,Residential,Cloudy,8,28,False,False,True,Traffic Congestion,Medium,,,,3950,82,26,Water Pump Deployment,49,119,0.84,0,0.75,0.49
EP_6192,2025-10-01 09:00:00,Wednesday,10,19.171384476916973,72.81577936392947,Residential,Light Rain,13,29,False,False,True,Traffic Congestion,Low,,,,431,55,90,Water Pump Deployment,33,104,0.41,0,0.76,0.45
EP_6193,2025-09-01 14:00:00,Monday,9,19.181734040522564,72.77513081174102,Transit Hub,Clear,9,38,False,False,False,Fire Incident,Medium,,,,3788,92,44,Water Pump Deployment,2,222,0.83,0,0.42,0.43
EP_6194,2025-01-05 08:00:00,Sunday,1,19.18293923679319,72.82374254024386,Market Area,Clear,13,29,False,False,True,Traffic Congestion,Medium,,,,2172,35,82,No Action,30,202,0.65,0,0.34,0.73
EP_6195,2025-02-13 15:00:00,Thursday,2,19.116798983544616,72.84188395053951,School Zone,Cloudy,2,38,False,False,False,Fire Incident,Low,,,,1330,100,28,Traffic Diversion,8,108,0.66,0,0.59,0.63
EP_6196,2025-12-16 06:00:00,Tuesday,12,19.012066841364526,72.92254590442357,Transit Hub,Cloudy,1,24,False,False,False,Crowd Overflow,Medium,,,,720,35,8,Water Pump Deployment,47,78,0.79,0,0.7,0.68
EP_6197,2024-03-24 02:00:00,Sunday,3,19.045727654480288,72.90090149926553,Commercial,Clear,5,21,False,False,False,Fire Incident,Medium,,,,2923,117,27,Road Closure,18,179,0.61,0,0.46,0.93
EP_6198,2025-08-08 18:00:00,Friday,8,18.956340938327536,72.82495780303385,Residential,Heavy Rain,98,20,False,False,True,Traffic Congestion,Medium,Heavy Rain,,,1870,16,11,Water Pump Deployment,24,265,0.76,0,0.66,0.86
EP_6199,2024-03-13 05:00:00,Wednesday,3,19.035609909962975,72.81298490530818,Hospital Zone,Light Rain,15,32,False,False,False,Crowd Overflow,Low,,,,2520,77,88,No Action,32,185,0.64,0,0.84,0.8
EP_6200,2024-12-04 09:00:00,Wednesday,12,18.984476474945268,72.85818105385462,Market Area,Cloudy,9,22,False,False,True,Traffic Congestion,Low,,,,1212,56,80,No Action,3,163,0.43,0,0.74,0.41
EP_6201,2025-02-19 18:00:00,Wednesday,2,19.01912494324794,72.79307264051903,School Zone,Cloudy,20,38,False,False,True,Traffic Congestion,Low,,,,4108,17,8,Public Alert,39,169,0.47,0,0.73,0.53
EP_6202,2025-12-22 01:00:00,Monday,12,19.171073965450553,72.81978812853319,Hospital Zone,Heavy Rain,146,25,False,False,False,Flooding,High,Heavy Rain,,,3046,79,22,Water Pump Deployment,43,30,0.74,0,0.34,0.55
EP_6203,2024-08-14 06:00:00,Wednesday,8,19.13024161275774,72.95766929152198,Hospital Zone,Clear,17,26,False,False,False,Accident,Low,High Traffic Volume,,,3876,16,38,Public Alert,23,242,0.52,0,0.32,0.99
EP_6204,2025-02-03 11:00:00,Monday,2,19.139049881166038,72.97254789717338,Transit Hub,Cloudy,2,23,False,True,False,Traffic Congestion,Medium,Road Construction,,,2379,83,7,No Action,26,86,0.43,0,0.37,0.89
EP_6205,2025-10-04 09:00:00,Saturday,10,19.155798441783023,72.89303208403477,School Zone,Clear,20,37,False,False,True,Traffic Congestion,Low,,,,1309,90,87,Traffic Diversion,35,276,0.75,0,0.39,0.52
EP_6206,2025-02-13 20:00:00,Thursday,2,19.109634180644644,72.88697760299443,Industrial,Light Rain,9,36,False,False,True,Traffic Congestion,Medium,,,,2416,69,37,No Action,13,28,0.88,0,0.54,0.6
EP_6207,2025-07-05 19:00:00,Saturday,7,18.982110627802477,72.99103875662038,Industrial,Clear,7,30,False,False,True,Traffic Congestion,Medium,,,,4124,80,68,Traffic Diversion,28,220,0.67,0,0.62,0.72
EP_6208,2024-06-17 10:00:00,Monday,6,18.984298423131076,72.85447256372781,Transit Hub,Clear,0,38,False,True,True,Traffic Congestion,High,Road Construction,,,4505,5,63,Public Alert,30,300,0.55,0,0.74,0.77
EP_6209,2025-02-24 11:00:00,Monday,2,19.013589168848487,72.9943139746123,Hospital Zone,Clear,4,38,True,True,False,Traffic Congestion,Medium,Road Construction,Festival Crowd,,2586,72,55,No Action,27,225,0.73,0,0.74,0.84
EP_6210,2025-05-12 18:00:00,Monday,5,19.057543712526474,72.7599578837509,Industrial,Clear,4,30,False,False,True,Traffic Congestion,Medium,,,,4279,98,89,Water Pump Deployment,12,157,0.43,0,0.3,0.72
EP_6211,2024-04-25 17:00:00,Thursday,4,19.177151769945084,72.77208272369359,Industrial,Heavy Rain,121,21,False,True,True,Traffic Congestion,Low,Heavy Rain,Road Construction,,2776,63,73,Public Alert,24,38,0.72,0,0.43,0.81
EP_6212,2024-09-07 06:00:00,Saturday,9,19.063216366057468,72.93832589015622,Transit Hub,Light Rain,1,33,False,True,False,Traffic Congestion,Medium,Road Construction,,,4432,7,8,Emergency Crew Dispatch,13,40,0.58,0,0.78,0.57
EP_6213,2024-10-25 09:00:00,Friday,10,18.970827544954222,72.90956868876124,Market Area,Light Rain,2,35,False,False,True,Traffic Congestion,High,,,,3290,12,49,Traffic Diversion,49,268,0.57,0,0.91,0.45
EP_6214,2024-02-25 10:00:00,Sunday,2,19.154330877723485,72.86255926451835,Industrial,Cloudy,17,36,False,False,True,Traffic Congestion,Low,,,,2254,83,64,Public Alert,46,294,0.9,0,0.46,0.46
EP_6215,2024-05-29 11:00:00,Wednesday,5,19.131566617568264,72.83082906913856,Hospital Zone,Clear,2,29,True,False,False,Crowd Overflow,Low,Festival Crowd,,,3865,116,74,Public Alert,20,102,0.6,0,0.59,0.72
EP_6216,2025-12-29 19:00:00,Monday,12,19.014602820075634,72.78113127331252,Commercial,Cloudy,7,38,False,False,True,Traffic Congestion,Low,,,,1086,54,75,Public Alert,37,281,0.51,0,0.42,0.97
EP_6217,2024-07-29 07:00:00,Monday,7,18.984541092666564,72.81267621492142,Transit Hub,Clear,5,38,False,False,False,Power Outage,Medium,,,,2118,15,15,Public Alert,36,237,0.6,0,0.95,0.62
EP_6218,2024-10-11 22:00:00,Friday,10,19.147501126409097,72.92761323815195,Residential,Clear,8,34,False,True,False,Traffic Congestion,Low,Road Construction,,,472,104,28,Emergency Crew Dispatch,26,14,0.84,0,0.67,0.57
EP_6219,2024-08-10 15:00:00,Saturday,8,19.065463001069258,72.91904608086297,Industrial,Cloudy,17,31,False,True,False,Traffic Congestion,Low,Road Construction,,,1272,77,13,Road Closure,32,220,0.53,0,0.9,0.47
EP_6220,2024-05-03 12:00:00,Friday,5,19.137344744988138,72.96119103741113,Market Area,Light Rain,12,21,False,False,False,Crowd Overflow,High,,,,684,80,24,No Action,16,71,0.96,0,0.93,0.72
EP_6221,2024-01-17 01:00:00,Wednesday,1,19.05310638185592,72.98953356805902,Commercial,Clear,7,37,False,False,False,Accident,Low,High Traffic Volume,,,1888,53,68,Public Alert,42,184,0.96,0,0.65,0.78
EP_6222,2024-10-05 05:00:00,Saturday,10,19.084675046611057,72.94116929783229,Commercial,Cloudy,3,23,False,False,False,Fire Incident,Medium,,,,4206,41,79,No Action,34,115,0.45,0,0.41,0.41
EP_6223,2024-03-02 08:00:00,Saturday,3,19.158741346006295,72.8152397445362,Commercial,Heavy Rain,83,22,True,False,True,Traffic Congestion,Low,Heavy Rain,Festival Crowd,,3521,120,21,Additional Personnel,30,143,0.79,0,0.68,0.85
EP_6224,2025-07-02 15:00:00,Wednesday,7,19.15420260105111,72.9023413954441,Hospital Zone,Clear,5,24,False,True,False,Traffic Congestion,Low,Road Construction,,,443,97,33,Road Closure,33,75,0.79,0,0.94,0.83
EP_6225,2024-09-21 10:00:00,Saturday,9,18.980465947057706,72.8780681584364,Residential,Heavy Rain,129,21,True,True,True,Traffic Congestion,Medium,Heavy Rain,Road Construction,Festival Crowd,4500,66,57,Emergency Crew Dispatch,38,106,0.63,0,0.42,0.91
EP_6226,2025-03-04 19:00:00,Tuesday,3,19.032623467653938,72.89341669707801,Residential,Clear,9,33,False,False,True,Traffic Congestion,Medium,,,,1247,99,6,Traffic Diversion,41,288,0.99,0,0.61,0.4
EP_6227,2025-10-04 07:00:00,Saturday,10,19.028410043413285,72.92892020486558,Market Area,Cloudy,20,23,False,False,False,EMS Delay,Low,,,,995,65,51,Water Pump Deployment,27,229,0.82,0,0.32,0.77
EP_6228,2025-05-13 19:00:00,Tuesday,5,19.009725698953943,72.90308825242208,Residential,Light Rain,10,36,False,False,True,Traffic Congestion,Low,,,,1653,111,20,Traffic Diversion,18,152,0.6,0,0.96,0.56
EP_6229,2024-10-08 00:00:00,Tuesday,10,19.179524617728042,72.97564723020699,Transit Hub,Clear,7,33,False,False,False,Road Damage,High,,,,3695,115,28,Road Closure,13,159,0.91,0,0.34,0.53
EP_6230,2025-05-04 00:00:00,Sunday,5,19.08171568900539,72.79754614462449,Transit Hub,Light Rain,0,25,False,False,False,Road Damage,Medium,,,,1209,28,84,Road Closure,13,11,0.59,0,0.87,0.73
EP_6231,2024-03-18 05:00:00,Monday,3,19.076900059090136,72.90197825425707,Industrial,Clear,9,28,True,False,False,Crowd Overflow,Medium,Festival Crowd,,,2454,44,32,No Action,41,18,1.0,0,0.5,0.83
EP_6232,2024-11-19 12:00:00,Tuesday,11,19.088453593470888,72.77450854152852,School Zone,Heavy Rain,82,26,False,False,False,Flooding,Medium,Heavy Rain,,,1105,110,20,Traffic Diversion,48,99,0.45,0,0.74,0.8
EP_6233,2025-08-30 13:00:00,Saturday,8,19.056032710185868,72.91516901117626,Hospital Zone,Cloudy,4,36,False,False,False,Fire Incident,Medium,,,,4031,40,69,No Action,8,28,0.97,0,0.89,0.58
EP_6234,2024-09-07 00:00:00,Saturday,9,19.05620475427674,72.80088542117433,Commercial,Clear,16,32,True,False,False,Crowd Overflow,High,Festival Crowd,,,4035,69,45,Emergency Crew Dispatch,42,217,0.73,0,0.57,0.7
EP_6235,2025-09-07 06:00:00,Sunday,9,19.11296297581225,72.87654132705035,Industrial,Clear,1,21,False,False,False,Road Damage,High,,,,677,113,20,No Action,10,225,0.78,0,0.58,0.92
EP_6236,2024-11-10 01:00:00,Sunday,11,19.159450689531916,72.79749026389261,Hospital Zone,Cloudy,13,29,False,False,False,EMS Delay,Medium,,,,4588,54,85,Emergency Crew Dispatch,47,78,0.91,0,0.69,0.77
EP_6237,2024-03-12 20:00:00,Tuesday,3,19.036158714697546,72.93246708894334,Hospital Zone,Clear,3,30,False,True,True,Traffic Congestion,High,Road Construction,,,799,89,30,Emergency Crew Dispatch,16,135,0.71,0,0.37,0.96
EP_6238,2025-11-27 13:00:00,Thursday,11,19.071325452086718,72.98283842100014,School Zone,Clear,17,32,True,False,False,Crowd Overflow,Medium,Festival Crowd,,,4244,50,30,Water Pump Deployment,27,295,0.81,0,0.9,0.68
EP_6239,2024-11-27 03:00:00,Wednesday,11,18.975692650814448,72.98373915806,Residential,Clear,12,21,True,False,False,Crowd Overflow,Low,Festival Crowd,,,1127,93,79,No Action,10,44,0.61,0,0.54,0.64
EP_6240,2025-03-17 19:00:00,Monday,3,19.09007471761361,72.77696913751022,Transit Hub,Clear,11,22,False,False,True,Traffic Congestion,High,,,,1586,119,25,Road Closure,5,120,0.76,0,0.97,0.72
EP_6241,2024-06-23 01:00:00,Sunday,6,19.16495835666624,72.81886009125873,Transit Hub,Light Rain,0,25,False,False,False,EMS Delay,Low,,,,955,21,52,Traffic Diversion,12,39,0.92,0,0.38,0.4
EP_6242,2024-08-14 20:00:00,Wednesday,8,19.15132314738457,72.83734568787709,Residential,Clear,20,33,False,False,True,Traffic Congestion,Low,,,,4474,97,11,Water Pump Deployment,20,80,0.95,0,0.98,0.53
EP_6243,2025-06-12 21:00:00,Thursday,6,19.122407723593817,72.96597156911537,Commercial,Heavy Rain,113,35,True,False,False,Traffic Congestion,Low,Heavy Rain,Festival Crowd,,4079,21,10,No Action,42,135,0.68,0,0.99,0.94
EP_6244,2024-11-25 06:00:00,Monday,11,18.977490231899935,72.776764920688,School Zone,Clear,18,22,False,True,False,Traffic Congestion,Low,Road Construction,,,2493,14,41,No Action,44,115,0.55,0,0.4,0.83
EP_6245,2024-05-19 21:00:00,Sunday,5,19.05351402529628,72.93145237569615,School Zone,Clear,4,26,False,False,False,Flooding,Low,,,,4379,35,72,Road Closure,49,65,0.87,0,0.63,0.41
EP_6246,2024-01-05 04:00:00,Friday,1,19.156510712379003,72.93004548312291,Transit Hub,Clear,13,21,False,False,False,Traffic Congestion,High,,,,4416,101,19,Traffic Diversion,39,160,0.99,0,0.94,0.43
EP_6247,2025-05-24 09:00:00,Saturday,5,19.123371493061214,72.8178312198901,School Zone,Light Rain,8,26,False,True,True,Traffic Congestion,Medium,Road Construction,,,3585,61,75,Traffic Diversion,20,118,0.76,0,0.67,0.68
EP_6248,2024-09-20 03:00:00,Friday,9,19.045472491447683,72.77088878311923,Transit Hub,Clear,16,22,False,False,False,Fire Incident,High,,,,408,87,58,Emergency Crew Dispatch,49,35,0.85,0,0.63,0.5
EP_6249,2024-02-22 02:00:00,Thursday,2,19.190183378877578,72.80721004587191,Transit Hub,Heavy Rain,52,20,False,True,False,Traffic Congestion,Low,Heavy Rain,Road Construction,,1652,108,83,Water Pump Deployment,22,85,0.41,0,0.72,0.55
EP_6250,2024-05-09 22:00:00,Thursday,5,19.17210669439838,72.82254881659104,Residential,Light Rain,17,27,False,True,False,Traffic Congestion,High,Road Construction,,,4392,93,41,Additional Personnel,34,165,0.8,0,0.42,0.91
EP_6251,2025-12-09 20:00:00,Tuesday,12,19.0960716056903,72.96169811577738,Market Area,Clear,11,24,False,False,True,Traffic Congestion,High,,,,3663,16,85,Emergency Crew Dispatch,39,185,0.41,0,0.46,0.53
EP_6252,2025-05-17 05:00:00,Saturday,5,19.000842572531614,72.95033675098341,Hospital Zone,Heavy Rain,53,31,False,False,False,Flooding,Medium,Heavy Rain,,,1599,75,17,Public Alert,26,70,0.95,0,0.35,0.69
EP_6253,2024-04-08 18:00:00,Monday,4,19.013313533693815,72.94892071376806,Hospital Zone,Light Rain,17,22,False,False,True,Traffic Congestion,Medium,,,,3361,74,56,No Action,29,184,0.43,0,0.74,0.54
EP_6254,2024-02-29 12:00:00,Thursday,2,18.988416075698343,72.80959255415767,Industrial,Clear,6,21,False,True,False,Traffic Congestion,Medium,Road Construction,,,1028,10,33,Road Closure,41,64,0.66,0,0.94,0.72
EP_6255,2025-02-20 04:00:00,Thursday,2,19.095319953024617,72.79893986216241,Market Area,Clear,11,35,False,False,False,Traffic Congestion,Low,,,,3143,118,56,Traffic Diversion,32,200,0.99,0,0.48,0.56
EP_6256,2024-09-24 01:00:00,Tuesday,9,19.15284454079576,72.97506594150313,Hospital Zone,Light Rain,5,33,False,True,False,Traffic Congestion,Medium,Road Construction,,,2047,74,67,Emergency Crew Dispatch,22,68,0.66,0,0.72,0.61
EP_6257,2024-03-15 10:00:00,Friday,3,19.016595261593164,72.88384942871006,Hospital Zone,Heavy Rain,108,34,False,False,True,Traffic Congestion,Medium,Heavy Rain,,,1493,37,80,Road Closure,26,145,0.76,0,0.95,0.75
EP_6258,2024-01-31 19:00:00,Wednesday,1,19.092814887364597,72.80959808440686,Industrial,Light Rain,3,29,False,False,True,Traffic Congestion,Medium,,,,3903,52,7,Road Closure,34,90,0.48,0,0.91,0.76
EP_6259,2024-03-14 16:00:00,Thursday,3,19.02435658325786,72.94420160608193,School Zone,Clear,13,28,False,False,False,Accident,High,High Traffic Volume,,,3390,80,41,Additional Personnel,35,160,0.62,0,0.52,0.44
EP_6260,2025-05-28 16:00:00,Wednesday,5,19.022845938968395,72.8910343674799,Transit Hub,Cloudy,6,30,False,False,False,Traffic Congestion,Low,,,,1323,31,52,Additional Personnel,47,18,0.82,0,0.68,0.44
EP_6261,2024-11-18 04:00:00,Monday,11,19.129659102487437,72.7728344339,Hospital Zone,Cloudy,13,27,False,False,False,Power Outage,Medium,,,,465,87,9,Road Closure,22,71,0.61,0,0.86,0.55
